h5_index,set_type,cluster_label
34208,train,5
34209,train,0
34210,train,1
34211,train,1
34212,train,5
34213,train,1
34214,train,1
34215,train,5
34216,train,0
34217,train,2
34218,train,5
34219,train,1
34220,train,1
34221,train,2
34222,train,1
34223,train,1
34224,train,5
34225,train,3
34226,train,1
34227,train,1
34228,train,0
34229,train,4
34230,train,4
34231,train,1
34232,train,4
34233,train,1
34234,train,1
34235,train,3
34236,train,2
34237,train,5
34238,train,1
34239,train,5
34240,train,1
34241,train,1
34242,train,2
34243,train,0
34244,train,0
34245,train,4
34246,train,1
34247,train,5
34248,train,1
34249,train,4
34250,train,1
34251,train,1
34252,train,5
34253,train,1
34254,train,4
34255,train,0
34256,train,0
34257,train,0
34258,train,4
34259,train,1
34260,train,3
34261,train,1
34262,train,2
34263,train,4
34264,train,4
34265,train,1
34266,train,0
34267,train,2
34268,train,0
34269,train,3
34270,train,2
34271,train,0
34272,train,1
34273,train,1
34274,train,0
34275,train,4
34276,train,0
34277,train,2
34278,train,0
34279,train,1
34280,train,4
34281,train,1
34282,train,1
34283,train,1
34284,train,0
34285,train,1
34286,train,4
34287,train,5
34288,train,5
34289,train,1
34290,train,5
34291,train,4
34292,train,0
34293,train,1
34294,train,1
34295,train,2
34296,train,5
34297,train,3
34298,train,1
34299,train,1
34300,train,3
34301,train,1
34302,train,5
34303,train,0
34304,train,4
34305,train,1
34306,train,1
34307,train,3
34308,train,4
34309,train,2
34310,train,1
34311,train,1
34312,train,1
34313,train,4
34314,train,2
34315,train,5
34316,train,1
34317,train,2
34318,train,2
34319,train,0
34320,train,5
34321,train,0
34322,train,1
34323,train,1
34324,train,4
34325,train,1
34326,train,1
34327,train,0
34328,train,2
34329,train,4
34330,train,4
34331,train,0
34332,train,0
34333,train,1
34334,train,1
34335,train,1
34336,train,1
34337,train,5
34338,train,4
34339,train,2
34340,train,0
34341,train,1
34342,train,1
34343,train,3
34344,train,1
34345,train,5
34346,train,2
34347,train,4
34348,train,2
34349,train,0
34350,train,5
34351,train,1
34352,train,1
34353,train,4
34354,train,2
34355,train,0
34356,train,5
34357,train,0
34358,train,0
34359,train,4
34360,train,5
34361,train,5
34362,train,3
34363,train,2
34364,train,5
34365,train,0
34366,train,1
34367,train,0
34368,train,3
34369,train,1
34370,train,2
34371,train,2
34372,train,0
34373,train,5
34374,train,4
34375,train,4
34376,train,0
34377,train,3
34378,train,0
34379,train,4
34380,train,2
34381,train,0
34382,train,0
34383,train,4
34384,train,0
34385,train,2
34386,train,0
34387,train,2
34388,train,1
34389,train,0
34390,train,1
34391,train,4
34392,train,0
34393,train,4
34394,train,4
34395,train,4
34396,train,4
34397,train,2
34398,train,0
34399,train,0
34400,train,1
34401,train,0
34402,train,5
34403,train,2
34404,train,0
34405,train,0
34406,train,0
34407,train,0
34408,train,4
34409,train,5
34410,train,1
34411,train,2
34412,train,1
34413,train,4
34414,train,4
34415,train,4
34416,train,4
34417,train,1
34418,train,1
34419,train,4
34420,train,4
34421,train,1
34422,train,0
34423,train,0
34424,train,0
34425,train,5
34426,train,5
34427,train,0
34428,train,1
34429,train,5
34430,train,3
34431,train,3
34432,train,5
34433,train,0
34434,train,5
34435,train,4
34436,train,4
34437,train,1
34438,train,0
34439,train,5
34440,train,4
34441,train,2
34442,train,5
34443,train,1
34444,train,5
34445,train,5
34446,train,0
34447,train,0
34448,train,2
34449,train,3
34450,train,4
34451,train,4
34452,train,1
34453,train,3
34454,train,4
34455,train,1
34456,train,1
34457,train,2
34458,train,4
34459,train,3
34460,train,2
34461,train,5
34462,train,5
34463,train,5
34464,train,2
34465,train,0
34466,train,4
34467,train,1
34468,train,1
34469,train,1
34470,train,4
34471,train,4
34472,train,1
34473,train,0
34474,train,1
34475,train,4
34476,train,1
34477,train,0
34478,train,1
34479,train,1
34480,train,2
34481,train,4
34482,train,2
34483,train,5
34484,train,1
34485,train,5
34486,train,4
34487,train,1
34488,train,5
34489,train,0
34490,train,2
34491,train,2
34492,train,0
34493,train,0
34494,train,1
34495,train,0
34496,train,5
34497,train,5
34498,train,4
34499,train,3
34500,train,5
34501,train,1
34502,train,0
34503,train,5
34504,train,0
34505,train,5
34506,train,4
34507,train,5
34508,train,1
34509,train,1
34510,train,1
34511,train,0
34512,train,1
34513,train,0
34514,train,1
34515,train,4
34516,train,4
34517,train,4
34518,train,4
34519,train,0
34520,train,5
34521,train,0
34522,train,4
34523,train,1
34524,train,1
34525,train,1
34526,train,4
34527,train,1
34528,train,1
34529,train,0
34530,train,0
34531,train,1
34532,train,1
34533,train,0
34534,train,1
34535,train,4
34536,train,0
34537,train,0
34538,train,1
34539,train,1
34540,train,5
34541,train,5
34542,train,1
34543,train,1
34544,train,1
34545,train,1
34546,train,2
34547,train,1
34548,train,1
34549,train,4
34550,train,4
34551,train,2
34552,train,4
34553,train,1
34554,train,1
34555,train,1
34556,train,3
34557,train,1
34558,train,5
34559,train,0
34560,train,2
34561,train,2
34562,train,2
34563,train,0
34564,train,4
34565,train,0
34566,train,3
34567,train,1
34568,train,0
34569,train,0
34570,train,5
34571,train,1
34572,train,1
34573,train,1
34574,train,4
34575,train,5
34576,train,4
34577,train,4
34578,train,4
34579,train,0
34580,train,4
34581,train,4
34582,train,2
34583,train,5
34584,train,1
34585,train,4
34586,train,5
34587,train,1
34588,train,1
34589,train,0
34590,train,5
34591,train,0
34592,train,1
34593,train,5
34594,train,1
34595,train,4
34596,train,5
34597,train,1
34598,train,4
34599,train,1
34600,train,0
34601,train,1
34602,train,1
34603,train,1
34604,train,5
34605,train,4
34606,train,5
34607,train,1
34608,train,1
34609,train,3
34610,train,5
34611,train,0
34612,train,3
34613,train,4
34614,train,1
34615,train,1
34616,train,2
34617,train,4
34618,train,1
34619,train,2
34620,train,1
34621,train,4
34622,train,4
34623,train,0
34624,train,0
34625,train,1
34626,train,1
34627,train,5
34628,train,1
34629,train,4
34630,train,4
34631,train,4
34632,train,2
34633,train,5
34634,train,1
34635,train,1
34636,train,2
34637,train,1
34638,train,5
34639,train,3
34640,train,4
34641,train,2
34642,train,5
34643,train,1
34644,train,1
34645,train,1
34646,train,0
34647,train,1
34648,train,4
34649,train,5
34650,train,1
34651,train,2
34652,train,0
34653,train,1
34654,train,3
34655,train,0
34656,train,4
34657,train,5
34658,train,1
34659,train,1
34660,train,3
34661,train,0
34662,train,1
34663,train,2
34664,train,2
34665,train,2
34666,train,0
34667,train,2
34668,train,0
34669,train,1
34670,train,2
34671,train,1
34672,train,1
34673,train,1
34674,train,0
34675,train,5
34676,train,1
34677,train,1
34678,train,2
34679,train,1
34680,train,2
34681,train,1
34682,train,4
34683,train,5
34684,train,1
34685,train,1
34686,train,3
34687,train,5
34688,train,1
34689,train,4
34690,train,1
34691,train,1
34692,train,0
34693,train,3
34694,train,0
34695,train,4
34696,train,5
34697,train,1
34698,train,4
34699,train,1
34700,train,4
34701,train,1
34702,train,3
34703,train,4
34704,train,0
34705,train,1
34706,train,4
34707,train,4
34708,train,1
34709,train,5
34710,train,0
34711,train,4
34712,train,0
34713,train,0
34714,train,0
34715,train,1
34716,train,1
34717,train,1
34718,train,2
34719,train,4
34720,train,5
34721,train,1
34722,train,1
34723,train,4
34724,train,5
34725,train,3
34726,train,3
34727,train,0
34728,train,1
34729,train,0
34730,train,2
34731,train,2
34732,train,1
34733,train,5
34734,train,2
34735,train,5
34736,train,4
34737,train,0
34738,train,5
34739,train,5
34740,train,1
34741,train,3
34742,train,0
34743,train,0
34744,train,4
34745,train,1
34746,train,2
34747,train,1
34748,train,3
34749,train,4
34750,train,1
34751,train,4
34752,train,5
34753,train,2
34754,train,1
34755,train,4
34756,train,5
34757,train,5
34758,train,1
34759,train,1
34760,train,1
34761,train,5
34762,train,0
34763,train,5
34764,train,1
34765,train,3
34766,train,1
34767,train,1
34768,train,1
34769,train,0
34770,train,5
34771,train,1
34772,train,4
34773,train,4
34774,train,5
34775,train,1
34776,train,0
34777,train,2
34778,train,2
34779,train,0
34780,train,1
34781,train,4
34782,train,5
34783,train,4
34784,train,4
34785,train,0
34786,train,1
34787,train,2
34788,train,1
34789,train,1
34790,train,4
34791,train,5
34792,train,2
34793,train,4
34794,train,4
34795,train,4
34796,train,5
34797,train,5
34798,train,1
34799,train,0
34800,train,5
34801,train,0
34802,train,1
34803,train,3
34804,train,2
34805,train,5
34806,train,1
34807,train,5
34808,train,1
34809,train,0
34810,train,0
34811,train,0
34812,train,1
34813,train,4
34814,train,4
34815,train,0
34816,train,5
34817,train,0
34818,train,1
34819,train,1
34820,train,4
34821,train,5
34822,train,1
34823,train,0
34824,train,1
34825,train,1
34826,train,4
34827,train,0
34828,train,4
34829,train,0
34830,train,5
34831,train,4
34832,train,5
34833,train,1
34834,train,4
34835,train,5
34836,train,1
34837,train,0
34838,train,5
34839,train,1
34840,train,5
34841,train,2
34842,train,1
34843,train,0
34844,train,5
34845,train,1
34846,train,1
34847,train,5
34848,train,2
34849,train,5
34850,train,4
34851,train,1
34852,train,4
34853,train,2
34854,train,0
34855,train,5
34856,train,2
34857,train,4
34858,train,0
34859,train,5
34860,train,1
34861,train,1
34862,train,4
34863,train,0
34864,train,2
34865,train,0
34866,train,2
34867,train,1
34868,train,0
34869,train,1
34870,train,1
34871,train,1
34872,train,5
34873,train,1
34874,train,2
34875,train,5
34876,train,5
34877,train,1
34878,train,5
34879,train,0
34880,train,5
34881,train,3
34882,train,1
34883,train,5
34884,train,5
34885,train,5
34886,train,0
34887,train,5
34888,train,0
34889,train,5
34890,train,3
34891,train,1
34892,train,2
34893,train,5
34894,train,5
34895,train,1
34896,train,4
34897,train,5
34898,train,1
34899,train,2
34900,train,0
34901,train,3
34902,train,0
34903,train,0
34904,train,4
34905,train,0
34906,train,2
34907,train,1
34908,train,1
34909,train,5
34910,train,0
34911,train,4
34912,train,5
34913,train,1
34914,train,4
34915,train,1
34916,train,0
34917,train,1
34918,train,0
34919,train,2
34920,train,5
34921,train,0
34922,train,2
34923,train,0
34924,train,5
34925,train,4
34926,train,1
34927,train,2
34928,train,2
34929,train,4
34930,train,1
34931,train,1
34932,train,1
34933,train,2
34934,train,0
34935,train,5
34936,train,1
34937,train,1
34938,train,4
34939,train,1
34940,train,4
34941,train,4
34942,train,5
34943,train,2
34944,train,4
34945,train,1
34946,train,5
34947,train,4
34948,train,4
34949,train,0
34950,train,4
34951,train,0
34952,train,0
34953,train,1
34954,train,4
34955,train,1
34956,train,1
34957,train,1
34958,train,1
34959,train,2
34960,train,5
34961,train,1
34962,train,1
34963,train,0
34964,train,4
34965,train,1
34966,train,1
34967,train,1
34968,train,1
34969,train,4
34970,train,1
34971,train,1
34972,train,1
34973,train,1
34974,train,4
34975,train,1
34976,train,1
34977,train,2
34978,train,0
34979,train,3
34980,train,5
34981,train,4
34982,train,1
34983,train,1
34984,train,1
34985,train,4
34986,train,4
34987,train,1
34988,train,5
34989,train,4
34990,train,2
34991,train,5
34992,train,1
34993,train,5
34994,train,4
34995,train,1
34996,train,1
34997,train,1
34998,train,0
34999,train,1
35000,train,5
35001,train,3
35002,train,1
35003,train,4
35004,train,1
35005,train,4
35006,train,0
35007,train,1
35008,train,1
35009,train,1
35010,train,1
35011,train,1
35012,train,2
35013,train,0
35014,train,2
35015,train,2
35016,train,4
35017,train,3
35018,train,0
35019,train,0
35020,train,5
35021,train,0
35022,train,5
35023,train,0
35024,train,5
35025,train,5
35026,train,0
35027,train,1
35028,train,4
35029,train,1
35030,train,1
35031,train,4
35032,train,2
35033,train,1
35034,train,1
35035,train,0
35036,train,5
35037,train,1
35038,train,0
35039,train,2
35040,train,1
35041,train,0
35042,train,4
35043,train,5
35044,train,4
35045,train,5
35046,train,4
35047,train,4
35048,train,4
35049,train,1
35050,train,2
35051,train,0
35052,train,4
35053,train,2
35054,train,1
35055,train,5
35056,train,0
35057,train,3
35058,train,1
35059,train,4
35060,train,1
35061,train,1
35062,train,5
35063,train,5
35064,train,0
35065,train,0
35066,train,0
35067,train,2
35068,train,1
35069,train,0
35070,train,1
35071,train,0
35072,train,4
35073,train,1
35074,train,0
35075,train,5
35076,train,4
35077,train,0
35078,train,5
35079,train,1
35080,train,0
35081,train,1
35082,train,5
35083,train,0
35084,train,5
35085,train,0
35086,train,0
35087,train,2
35088,train,5
35089,train,1
35090,train,1
35091,train,4
35092,train,5
35093,train,1
35094,train,2
35095,train,1
35096,train,1
35097,train,0
35098,train,1
35099,train,0
35100,train,3
35101,train,2
35102,train,5
35103,train,2
35104,train,4
35105,train,5
35106,train,5
35107,train,2
35108,train,1
35109,train,4
35110,train,0
35111,train,1
35112,train,2
35113,train,5
35114,train,4
35115,train,5
35116,train,1
35117,train,4
35118,train,0
35119,train,2
35120,train,5
35121,train,1
35122,train,4
35123,train,1
35124,train,1
35125,train,5
35126,train,1
35127,train,4
35128,train,0
35129,train,2
35130,train,0
35131,train,4
35132,train,1
35133,train,0
35134,train,5
35135,train,5
35136,train,5
35137,train,5
35138,train,0
35139,train,2
35140,train,5
35141,train,5
35142,train,2
35143,train,1
35144,train,4
35145,train,2
35146,train,2
35147,train,5
35148,train,0
35149,train,1
35150,train,1
35151,train,5
35152,train,1
35153,train,5
35154,train,1
35155,train,2
35156,train,1
35157,train,1
35158,train,1
35159,train,1
35160,train,2
35161,train,1
35162,train,0
35163,train,3
35164,train,3
35165,train,0
35166,train,4
35167,train,5
35168,train,5
35169,train,5
35170,train,0
35171,train,3
35172,train,1
35173,train,1
35174,train,3
35175,train,5
35176,train,1
35177,train,1
35178,train,1
35179,train,1
35180,train,2
35181,train,3
35182,train,5
35183,train,5
35184,train,1
35185,train,5
35186,train,1
35187,train,1
35188,train,3
35189,train,5
35190,train,3
35191,train,4
35192,train,5
35193,train,3
35194,train,5
35195,train,4
35196,train,2
35197,train,0
35198,train,0
35199,train,1
35200,train,4
35201,train,4
35202,train,5
35203,train,4
35204,train,4
35205,train,1
35206,train,0
35207,train,1
35208,train,5
35209,train,2
35210,train,1
35211,train,4
35212,train,4
35213,train,4
35214,train,2
35215,train,1
35216,train,0
35217,train,1
35218,train,1
35219,train,1
35220,train,1
35221,train,1
35222,train,1
35223,train,0
35224,train,1
35225,train,0
35226,train,1
35227,train,1
35228,train,2
35229,train,1
35230,train,1
35231,train,1
35232,train,2
35233,train,0
35234,train,1
35235,train,0
35236,train,0
35237,train,4
35238,train,1
35239,train,2
35240,train,1
35241,train,0
35242,train,2
35243,train,4
35244,train,1
35245,train,1
35246,train,1
35247,train,2
35248,train,2
35249,train,0
35250,train,1
35251,train,0
35252,train,1
35253,train,1
35254,train,1
35255,train,2
35256,train,5
35257,train,1
35258,train,2
35259,train,0
35260,train,0
35261,train,2
35262,train,5
35263,train,4
35264,train,1
35265,train,1
35266,train,0
35267,train,0
35268,train,4
35269,train,1
35270,train,2
35271,train,2
35272,train,5
35273,train,5
35274,train,3
35275,train,0
35276,train,1
35277,train,4
35278,train,5
35279,train,5
35280,train,0
35281,train,1
35282,train,0
35283,train,2
35284,train,0
35285,train,4
35286,train,1
35287,train,1
35288,train,5
35289,train,1
35290,train,5
35291,train,0
35292,train,5
35293,train,1
35294,train,4
35295,train,1
35296,train,1
35297,train,5
35298,train,1
35299,train,1
35300,train,5
35301,train,4
35302,train,4
35303,train,4
35304,train,0
35305,train,1
35306,train,2
35307,train,4
35308,train,4
35309,train,2
35310,train,1
35311,train,5
35312,train,0
35313,train,5
35314,train,0
35315,train,0
35316,train,4
35317,train,5
35318,train,0
35319,train,0
35320,train,4
35321,train,5
35322,train,2
35323,train,2
35324,train,1
35325,train,1
35326,train,5
35327,train,5
35328,train,2
35329,train,2
35330,train,3
35331,train,1
35332,train,4
35333,train,5
35334,train,1
35335,train,0
35336,train,1
35337,train,1
35338,train,0
35339,train,4
35340,train,0
35341,train,5
35342,train,1
35343,train,0
35344,train,0
35345,train,1
35346,train,0
35347,train,5
35348,train,5
35349,train,5
35350,train,0
35351,train,3
35352,train,2
35353,train,2
35354,train,1
35355,train,2
35356,train,1
35357,train,0
35358,train,4
35359,train,4
35360,train,1
35361,train,0
35362,train,1
35363,train,4
35364,train,0
35365,train,2
35366,train,5
35367,train,4
35368,train,5
35369,train,1
35370,train,4
35371,train,0
35372,train,0
35373,train,4
35374,train,4
35375,train,1
35376,train,3
35377,train,1
35378,train,4
35379,train,4
35380,train,5
35381,train,5
35382,train,1
35383,train,4
35384,train,4
35385,train,1
35386,train,1
35387,train,2
35388,train,4
35389,train,0
35390,train,0
35391,train,5
35392,train,5
35393,train,1
35394,train,5
35395,train,1
35396,train,1
35397,train,0
35398,train,1
35399,train,0
35400,train,5
35401,train,4
35402,train,1
35403,train,0
35404,train,2
35405,train,5
35406,train,1
35407,train,4
35408,train,0
35409,train,0
35410,train,1
35411,train,1
35412,train,1
35413,train,0
35414,train,5
35415,train,2
35416,train,5
35417,train,1
35418,train,1
35419,train,5
35420,train,1
35421,train,5
35422,train,2
35423,train,1
35424,train,2
35425,train,1
35426,train,0
35427,train,4
35428,train,3
35429,train,0
35430,train,1
35431,train,5
35432,train,5
35433,train,2
35434,train,5
35435,train,1
35436,train,5
35437,train,0
35438,train,2
35439,train,0
35440,train,1
35441,train,2
35442,train,1
35443,train,2
35444,train,3
35445,train,1
35446,train,0
35447,train,0
35448,train,0
35449,train,1
35450,train,0
35451,train,4
35452,train,2
35453,train,0
35454,train,4
35455,train,5
35456,train,4
35457,train,1
35458,train,0
35459,train,5
35460,train,2
35461,train,4
35462,train,1
35463,train,1
35464,train,1
35465,train,1
35466,train,2
35467,train,1
35468,train,0
35469,train,1
35470,train,0
35471,train,1
35472,train,5
35473,train,1
35474,train,2
35475,train,0
35476,train,2
35477,train,2
35478,train,4
35479,train,5
35480,train,1
35481,train,0
35482,train,4
35483,train,0
35484,train,5
35485,train,1
35486,train,4
35487,train,5
35488,train,4
35489,train,4
35490,train,0
35491,train,1
35492,train,0
35493,train,1
35494,train,0
35495,train,2
35496,train,3
35497,train,4
35498,train,1
35499,train,5
35500,train,1
35501,train,0
35502,train,4
35503,train,4
35504,train,4
35505,train,3
35506,train,1
35507,train,4
35508,train,5
35509,train,1
35510,train,0
35511,train,4
35512,train,0
35513,train,5
35514,train,5
35515,train,4
35516,train,4
35517,train,4
35518,train,4
35519,train,0
35520,train,5
35521,train,0
35522,train,1
35523,train,5
35524,train,1
35525,train,0
35526,train,5
35527,train,1
35528,train,1
35529,train,1
35530,train,1
35531,train,4
35532,train,1
35533,train,4
35534,train,0
35535,train,3
35536,train,0
35537,train,1
35538,train,1
35539,train,0
35540,train,4
35541,train,1
35542,train,1
35543,train,0
35544,train,1
35545,train,4
35546,train,1
35547,train,2
35548,train,4
35549,train,1
35550,train,4
35551,train,0
35552,train,4
35553,train,4
35554,train,2
35555,train,0
35556,train,4
35557,train,4
35558,train,5
35559,train,1
35560,train,0
35561,train,1
35562,train,1
35563,train,1
35564,train,1
35565,train,1
35566,train,5
35567,train,1
35568,train,1
35569,train,1
35570,train,2
35571,train,2
35572,train,5
35573,train,0
35574,train,3
35575,train,4
35576,train,1
35577,train,4
35578,train,2
35579,train,1
35580,train,4
35581,train,1
35582,train,2
35583,train,4
35584,train,4
35585,train,1
35586,train,0
35587,train,1
35588,train,4
35589,train,2
35590,train,0
35591,train,3
35592,train,1
35593,train,1
35594,train,0
35595,train,1
35596,train,4
35597,train,5
35598,train,1
35599,train,2
35600,train,1
35601,train,1
35602,train,5
35603,train,0
35604,train,1
35605,train,5
35606,train,5
35607,train,2
35608,train,2
35609,train,1
35610,train,2
35611,train,1
35612,train,2
35613,train,0
35614,train,2
35615,train,0
35616,train,1
35617,train,1
35618,train,4
35619,train,0
35620,train,2
35621,train,1
35622,train,5
35623,train,1
35624,train,0
35625,train,5
35626,train,1
35627,train,5
35628,train,1
35629,train,1
35630,train,4
35631,train,1
35632,train,1
35633,train,1
35634,train,0
35635,train,3
35636,train,1
35637,train,5
35638,train,1
35639,train,4
35640,train,3
35641,train,4
35642,train,5
35643,train,1
35644,train,5
35645,train,2
35646,train,5
35647,train,3
35648,train,1
35649,train,2
35650,train,1
35651,train,5
35652,train,1
35653,train,4
35654,train,1
35655,train,0
35656,train,2
35657,train,1
35658,train,2
35659,train,1
35660,train,0
35661,train,4
35662,train,4
35663,train,4
35664,train,1
35665,train,4
35666,train,4
35667,train,1
35668,train,5
35669,train,1
35670,train,1
35671,train,0
35672,train,2
35673,train,2
35674,train,0
35675,train,5
35676,train,1
35677,train,2
35678,train,1
35679,train,0
35680,train,4
35681,train,2
35682,train,5
35683,train,1
35684,train,5
35685,train,0
35686,train,1
35687,train,2
35688,train,0
35689,train,1
35690,train,5
35691,train,4
35692,train,2
35693,train,1
35694,train,1
35695,train,4
35696,train,0
35697,train,5
35698,train,1
35699,train,1
35700,train,1
35701,train,2
35702,train,1
35703,train,1
35704,train,0
35705,train,1
35706,train,0
35707,train,4
35708,train,4
35709,train,1
35710,train,1
35711,train,2
35712,train,4
35713,train,0
35714,train,4
35715,train,2
35716,train,0
35717,train,3
35718,train,1
35719,train,5
35720,train,4
35721,train,4
35722,train,5
35723,train,5
35724,train,0
35725,train,1
35726,train,1
35727,train,5
35728,train,2
35729,train,4
35730,train,5
35731,train,0
35732,train,1
35733,train,4
35734,train,2
35735,train,3
35736,train,1
35737,train,1
35738,train,5
35739,train,1
35740,train,5
35741,train,0
35742,train,5
35743,train,0
35744,train,1
35745,train,4
35746,train,0
35747,train,1
35748,train,0
35749,train,5
35750,train,1
35751,train,4
35752,train,0
35753,train,3
35754,train,4
35755,train,1
35756,train,5
35757,train,1
35758,train,1
35759,train,1
35760,train,1
35761,train,1
35762,train,1
35763,train,1
35764,train,1
35765,train,1
35766,train,1
35767,train,1
35768,train,3
35769,train,0
35770,train,2
35771,train,4
35772,train,5
35773,train,1
35774,train,4
35775,train,1
35776,train,3
35777,train,4
35778,train,1
35779,train,4
35780,train,5
35781,train,0
35782,train,2
35783,train,0
35784,train,4
35785,train,5
35786,train,3
35787,train,2
35788,train,4
35789,train,0
35790,train,4
35791,train,1
35792,train,5
35793,train,2
35794,train,0
35795,train,2
35796,train,4
35797,train,4
35798,train,2
35799,train,4
35800,train,1
35801,train,4
35802,train,4
35803,train,1
35804,train,4
35805,train,1
35806,train,2
35807,train,4
35808,train,1
35809,train,1
35810,train,1
35811,train,1
35812,train,1
35813,train,1
35814,train,1
35815,train,2
35816,train,2
35817,train,1
35818,train,0
35819,train,1
35820,train,0
35821,train,1
35822,train,1
35823,train,0
35824,train,1
35825,train,0
35826,train,0
35827,train,1
35828,train,1
35829,train,1
35830,train,0
35831,train,0
35832,train,4
35833,train,0
35834,train,1
35835,train,4
35836,train,4
35837,train,1
35838,train,2
35839,train,0
35840,train,0
35841,train,1
35842,train,4
35843,train,1
35844,train,1
35845,train,1
35846,train,2
35847,train,5
35848,train,1
35849,train,4
35850,train,4
35851,train,1
35852,train,4
35853,train,1
35854,train,3
35855,train,2
35856,train,5
35857,train,3
35858,train,2
35859,train,1
35860,train,5
35861,train,2
35862,train,4
35863,train,1
35864,train,1
35865,train,4
35866,train,1
35867,train,0
35868,train,0
35869,train,0
35870,train,1
35871,train,3
35872,train,4
35873,train,0
35874,train,4
35875,train,1
35876,train,2
35877,train,1
35878,train,1
35879,train,1
35880,train,1
35881,train,4
35882,train,0
35883,train,4
35884,train,1
35885,train,3
35886,train,5
35887,train,1
35888,train,3
35889,train,0
35890,train,1
35891,train,4
35892,train,1
35893,train,1
35894,train,1
35895,train,1
35896,train,1
35897,train,1
35898,train,1
35899,train,1
35900,train,0
35901,train,4
35902,train,2
35903,train,3
35904,train,4
35905,train,0
35906,train,0
35907,train,4
35908,train,5
35909,train,0
35910,train,0
35911,train,5
35912,train,1
35913,train,1
35914,train,1
35915,train,3
35916,train,2
35917,train,1
35918,train,0
35919,train,1
35920,train,5
35921,train,1
35922,train,2
35923,train,1
35924,train,3
35925,train,1
35926,train,5
35927,train,1
35928,train,5
35929,train,4
35930,train,1
35931,train,2
35932,train,4
35933,train,5
35934,train,1
35935,train,5
35936,train,1
35937,train,2
35938,train,1
35939,train,1
35940,train,2
35941,train,1
35942,train,2
35943,train,4
35944,train,0
35945,train,1
35946,train,1
35947,train,5
35948,train,0
35949,train,1
35950,train,1
35951,train,4
35952,train,4
35953,train,4
35954,train,5
35955,train,1
35956,train,0
35957,train,0
35958,train,3
35959,train,4
35960,train,1
35961,train,5
35962,train,3
35963,train,1
35964,train,0
35965,train,2
35966,train,1
35967,train,1
35968,train,5
35969,train,4
35970,train,1
35971,train,4
35972,train,2
35973,train,5
35974,train,2
35975,train,1
35976,train,1
35977,train,4
35978,train,4
35979,train,1
35980,train,4
35981,train,4
35982,train,3
35983,train,1
35984,train,1
35985,train,1
35986,train,4
35987,train,0
35988,train,3
35989,train,4
35990,train,2
35991,train,4
35992,train,1
35993,train,5
35994,train,1
35995,train,4
35996,train,2
35997,train,1
35998,train,1
35999,train,5
36000,train,5
36001,train,1
36002,train,4
36003,train,3
36004,train,1
36005,train,1
36006,train,1
36007,train,5
36008,train,1
36009,train,3
36010,train,1
36011,train,1
36012,train,0
36013,train,0
36014,train,2
36015,train,2
36016,train,4
36017,train,5
36018,train,1
36019,train,4
36020,train,4
36021,train,4
36022,train,1
36023,train,0
36024,train,4
36025,train,5
36026,train,5
36027,train,2
36028,train,2
36029,train,4
36030,train,1
36031,train,1
36032,train,4
36033,train,5
36034,train,2
36035,train,1
36036,train,1
36037,train,5
36038,train,0
36039,train,1
36040,train,0
36041,train,4
36042,train,1
36043,train,1
36044,train,4
36045,train,1
36046,train,5
36047,train,0
36048,train,1
36049,train,5
36050,train,2
36051,train,3
36052,train,0
36053,train,5
36054,train,1
36055,train,2
36056,train,1
36057,train,1
36058,train,5
36059,train,0
36060,train,1
36061,train,5
36062,train,2
36063,train,4
36064,train,1
36065,train,1
36066,train,4
36067,train,1
36068,train,2
36069,train,3
36070,train,1
36071,train,5
36072,train,4
36073,train,0
36074,train,0
36075,train,1
36076,train,0
36077,train,4
36078,train,5
36079,train,2
36080,train,1
36081,train,0
36082,train,1
36083,train,0
36084,train,1
36085,train,0
36086,train,1
36087,train,3
36088,train,0
36089,train,4
36090,train,0
36091,train,1
36092,train,4
36093,train,1
36094,train,5
36095,train,0
36096,train,1
36097,train,5
36098,train,0
36099,train,4
36100,train,2
36101,train,4
36102,train,1
36103,train,1
36104,train,1
36105,train,2
36106,train,4
36107,train,2
36108,train,2
36109,train,5
36110,train,5
36111,train,1
36112,train,0
36113,train,1
36114,train,5
36115,train,5
36116,train,1
36117,train,1
36118,train,4
36119,train,5
36120,train,5
36121,train,1
36122,train,1
36123,train,1
36124,train,1
36125,train,1
36126,train,1
36127,train,5
36128,train,1
36129,train,0
36130,train,0
36131,train,3
36132,train,0
36133,train,1
36134,train,1
36135,train,1
36136,train,4
36137,train,5
36138,train,1
36139,train,4
36140,train,2
36141,train,1
36142,train,1
36143,train,1
36144,train,1
36145,train,1
36146,train,2
36147,train,1
36148,train,0
36149,train,1
36150,train,4
36151,train,1
36152,train,5
36153,train,0
36154,train,1
36155,train,5
36156,train,4
36157,train,1
36158,train,3
36159,train,3
36160,train,1
36161,train,1
36162,train,1
36163,train,5
36164,train,1
36165,train,1
36166,train,0
36167,train,5
36168,train,2
36169,train,0
36170,train,5
36171,train,3
36172,train,0
36173,train,5
36174,train,2
36175,train,0
36176,train,2
36177,train,0
36178,train,1
36179,train,4
36180,train,5
36181,train,4
36182,train,1
36183,train,5
36184,train,1
36185,train,0
36186,train,1
36187,train,1
36188,train,1
36189,train,3
36190,train,0
36191,train,1
36192,train,5
36193,train,0
36194,train,5
36195,train,5
36196,train,5
36197,train,3
36198,train,5
36199,train,4
36200,train,1
36201,train,2
36202,train,1
36203,train,4
36204,train,5
